index,smiles,pChEMBL Value,Effective
569,CN1CCC2(CCN(c3ccc(C(=O)NCC(O)c4ccccc4)nn3)CC2)Oc2ccccc21,6.55,1
570,Cc1ccc2ccn(C3CCN(c4ccc(-c5cnn(C)c5)nn4)CC3)c2c1,6.54,1
571,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccoc3C(F)(F)F)CC2)nn1,6.54,1
572,O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3)CC2)nn1,6.54,1
573,OC(c1ccc2[nH]c(-c3ccc(OCc4ccccc4)cc3)nc2c1)c1ccccc1C(F)(F)F,6.53,1
574,NC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,6.52,1
575,CCCCCCCCC1=C(CCCCCCCC(=O)O)C1,6.52,1
576,Cc1cnnc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)n1,6.52,1
577,Cc1nc(-n2cnn(CC3CC3(F)F)c2=O)sc1C(=O)NCc1cccnc1,6.51,1
578,Cc1csc(NC(=O)c2ccc(CNc3ccccc3C)nc2)n1,6.51,1
579,COc1cccc(C(=O)Nc2nc3ccc(OC)cc3s2)c1,6.51,1
580,COc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,6.51,1
581,O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4C(F)(F)F)cc3)nc2c1,6.5,1
582,Cc1nnc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)o1,6.5,1
583,COc1ccc2ccn(C3CCN(c4ccc(-c5cnn(C)c5)nn4)CC3)c2c1,6.5,1
584,Oc1nc2cnc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nc2[nH]1,6.5,1
585,O=C(NCc1nccs1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,6.49,1
586,Cc1nc(-n2ccc(OCC3CCCO3)cc2=O)sc1C(=O)NCc1ccccc1,6.48,1
587,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)Cc3ccccc3C(=O)O4)s2)n1,6.47,1
588,N#Cc1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,6.47,1
589,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(O)c4)cc3)[nH]c2c1,6.47,1
590,O=C(O)c1ccc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cc1,6.46,1
591,O=C(NCc1ccncc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,6.46,1
592,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CCc5c(O)cccc5O4)CC3)s2)n1,6.44,1
593,O=c1[nH]c(N2CCC(Oc3ccccc3C(F)(F)F)CC2)nc2[nH]cnc12,6.42,1
594,NC(=O)Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,6.41,1
595,CCCNC(=O)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,6.41,1
596,O=C(O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,6.41,1
597,Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccn3)nn2)CC1,6.41,1
598,Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(CO)cc54)CC3)nn2)cn1,6.41,1
599,Cc1nc(-n2cnn(CCCC(F)(F)F)c2=O)sc1C(=O)NCc1cccnc1,6.4,1
600,COc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,6.39,1
601,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,6.39,1
602,Cc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,6.38,1
603,COc1ccc(C(=O)Nc2ncc(Cc3cc(Cl)ccc3Cl)s2)cc1OCCO,6.37,1
604,O=C(NCc1cccnc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,6.37,1
605,O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4C(F)(F)F)cc3)nc2c1,6.36,1
606,Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,6.34,1
607,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2c(F)cccc2F)CC1,6.33,1
608,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cnn(C)c1,6.32,1
609,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cn(C)cn1,6.3,1
610,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1cccnc1,6.28,1
611,O=C(O)c1ccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)cc1,6.26,1
612,Cc1nnc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)nc1C,6.26,1
613,FC(F)(F)c1ccccc1OC1CCN(c2nccnn2)CC1,6.26,1
614,O=[N+]([O-])c1ccccc1OC1CCN(c2nccnn2)CC1,6.26,1
615,Cn1cc(Cl)nc(N2CCC(Oc3ccccc3Cl)CC2)c1=O,6.26,1
616,O=C(Nc1ccccc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,6.26,1
617,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc2c1,6.26,1
618,Clc1ccccc1OC1CCN(c2nccnn2)CC1,6.26,1
619,CC1CN(c2nccnn2)CCC1Oc1cc(C(F)(F)F)ccc1Cl,6.26,1
620,Cc1ccccc1OC1CCN(c2nc(Cl)cn(C)c2=O)CC1,6.26,1
621,O=C(NCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,6.25,1
622,O=C(O)CCc1cnc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)s1,6.24,1
623,O=C(NCc1ccccc1)c1ccccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,6.24,1
624,O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(CCO)c2ccccc2O3)nn1,6.22,1
625,COc1cc2sc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)nc2cc1Br,6.21,1
626,Cc1nc(-c2cncc(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,6.21,1
627,COc1ccc(C(=O)Nc2ncc(Cc3ccc(C)c(F)c3)s2)cc1OCCO,6.19,1
628,CC1CN(c2nccnn2)CCC1Oc1cc(Cl)ccc1Cl,6.19,1
629,Cc1cnnc(N2CCC(Oc3ccccc3Cl)CC2)n1,6.19,1
630,FC(F)(F)c1ccc(Cl)c(OC2CCN(c3nccnn3)C2)c1,6.19,1
631,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccncc1,6.18,1
632,CC(CNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)c1ccccc1,6.18,1
633,Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,6.17,1
634,Cc1nc(-n2cc(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,6.17,1
635,Cn1cc(-c2ccc(N3CCC(n4ccc5c(F)cccc54)CC3)nn2)cn1,6.17,1
636,CN1CCC2(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC2)Oc2ccccc21,6.16,1
637,O=C(Nc1nc2ccccc2s1)c1ccc(-c2ccccc2)cc1,6.16,1
638,O=C(O)Cn1nnc(-c2nnc(N3CCC4(CC3)CC(=O)c3ccccc3O4)s2)n1,6.15,1
639,O=C(NCc1ccccn1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,6.14,1
640,Cc1cccc(C(=O)Nc2nc3ccccc3s2)c1,6.14,1
641,CC(C)(C)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,6.14,1
642,CCCCN1CCN(c2nc(C)c(C(=O)NCc3cccnc3)s2)C1=O,6.13,1
643,O=C(NCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,6.12,1
644,FC(F)(F)c1ccccc1OC1CCN(c2nc3ncccc3s2)CC1,6.12,1
645,NC(=O)c1cn(Cc2cc(Br)c(Br)c(Br)c2)nn1,6.12,1
646,Cc1csc(NC(=O)c2ccc(CNc3ccc(Cl)cc3)cc2)n1,6.12,1
647,COC(=O)Nc1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,6.11,1
648,Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4ccc(C(F)(F)F)cc4)nn3)CC1)CC2,6.11,1
649,O=C(NCCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,6.11,1
650,O=C(O)Cc1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,6.11,1
651,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCCC1CC1,6.11,1
652,Cc1ccc(Cn2cnc3ccc(NC(=O)OCc4ccccc4)cc3c2=O)cc1C,6.1,1
653,O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cc1,6.09,1
654,COc1ccc(C(=O)N(C)c2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,6.08,1
655,COc1ccc(C(=O)Nc2ncc(C(O)c3cccc(C(F)(F)F)c3)s2)cc1OCCO,6.05,1
656,COc1ccc2nc(NC(=O)c3ccc(F)cc3)sc2c1,6.05,1
657,O=C(O)Cn1nnc(-c2nnc(N3CCC(Oc4cc(F)ccc4Br)CC3)s2)n1,6.04,1
658,COc1cccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)c1,6.04,1
659,Cn1cc(-c2ccc(N3CCC(n4nnc5ccccc54)CC3)nn2)cn1,6.03,1
660,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(N)=O,6.03,1
661,O=C(O)Cn1nnc(-c2cnc(OCCCOc3cc(OC(F)(F)F)ccc3Br)s2)n1,6.01,1
662,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc2c1,6,1
663,NS(=O)(=O)c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,5.99,0
664,COc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,5.98,0
665,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,5.97,0
666,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,5.97,0
667,CCCCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,5.96,0
668,COc1ccc2nc(NC(=O)c3cccnc3)sc2c1,5.96,0
669,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4cccnc4)cc3)sc2c1,5.96,0
670,COc1ccc(C(=O)Nc2nc3ccc(OC)cc3s2)cc1,5.96,0
671,O=C(O)c1cccc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)c1,5.95,0
672,O=C(Nc1ccc(Oc2cccnc2)c(C(=O)NCc2ccc(Cl)c(Cl)c2)c1)OCc1ccccc1,5.94,0
673,O=C(NCc1nccs1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,5.94,0
674,COc1ccc2nc(NC(=O)c3cccc(C)c3)sc2c1,5.92,0
675,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,5.92,0
676,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1,5.91,0
677,CCS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,5.88,0
678,O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,5.87,0
679,O=C(Nc1ccncc1)c1ccc(COc2ccccc2Cl)cc1,5.85,0
680,COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCCN1CCOCC1,5.85,0
681,Cc1nc(-n2ccc(C(F)(F)F)cc2=O)sc1C(=O)NCc1ccccc1,5.82,0
682,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNS(C)(=O)=O)c2=O)cc1,5.78,0
683,Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCC1CC1,5.77,0
684,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccoc4)cc3)[nH]c2c1,5.77,0
685,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccn4)cc3)[nH]c2c1,5.75,0
686,O=C(Nc1nc2ccccc2[nH]1)c1ccc(C(=O)c2ccccc2)cc1,5.75,0
687,Cc1nc(-c2noc(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,5.72,0
688,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccn4)cc3)sc2c1,5.7,0
689,COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,5.68,0
690,COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCC(C)O,5.67,0
691,Cc1nc(N2C[C@@H](Cc3ccccc3)NC2=O)sc1C(=O)NCc1ccccc1,5.66,0
692,Cc1cnc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)cn1,5.65,0
693,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccc(O)cc4)cc3)[nH]c2c1,5.63,0
694,O=C(NCCC1CC1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,5.63,0
695,CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,5.62,0
696,O=C(Nc1nc2ccccc2s1)c1ccc(C(=O)c2ccccc2)cc1,5.62,0
697,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,5.62,0
698,COc1ccc(Cl)c(N2CC3CN(c4ncc(-c5nnn(CC(=O)O)n5)s4)CC3C2)c1,5.61,0
699,COc1ccc(-c2nc3ccc(NCc4ccc(C(F)(F)F)cc4)nc3n(CCNC(C)=O)c2=O)cc1,5.6,0
700,COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)sc2c1,5.6,0
701,Cc1nc(-n2ccccc2=O)sc1C(=O)NCc1ccccc1,5.6,0
702,Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,5.59,0
703,COc1ccc(C(=O)Nc2nc3ccccc3s2)cc1,5.58,0
704,Cc1nc(NC(=O)Cc2ccccc2)sc1C(=O)NCc1ccccc1,5.57,0
705,COC(=O)c1ccccc1NCc1ccc(C(=O)Nc2nc(C)cs2)cc1,5.57,0
706,O=C(O)CCCc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,5.57,0
707,COc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])cc3)sc2c1,5.55,0
708,NC(=O)c1n[nH]c(N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,5.55,0
709,COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,5.5,0
710,Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(=O)O)cc2)n1,5.44,0
711,O=C(O)Cn1nnc(-c2cnc(OCCCOc3cc(F)ccc3Br)s2)n1,5.41,0
712,COc1ccc(-c2nc3cnc(NCc4ccc(Cl)c(Cl)c4)nc3n(CCNC(=O)c3ccsc3)c2=O)cc1,5.4,0
713,CNC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,5.4,0
714,O=C(O)Cn1nnc(-c2cnc(N3CCN(c4cc(F)ccc4Cl)CC3)s2)n1,5.38,0
715,CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccncc4)cc3)[nH]c2c1,5.37,0
716,COc1cc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)ccc1OCC(=O)O,5.36,0
717,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,5.35,0
718,COc1ccc(-c2nc3cnc(NCc4cccc(Cl)c4)nc3n(CCNC(C)=O)c2=O)cc1,5.34,0
719,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(C(=O)c2ccccc2)cc1,5.33,0
720,O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(C(=O)c2ccccc2)cc1,5.3,0
721,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4I)CC3)nn2)c1,5.29,0
722,COc1ccc2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2c1,5.26,0
723,COc1ccc2nc(NC(=O)c3ccc([C@@H](N)c4ccccc4)cc3)sc2c1,5.24,0
724,O=C(Nc1ncc(-c2ccccc2)s1)c1ccc(C(=O)c2ccccc2)cc1,5.24,0
725,O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cnc(Cl)nc3C(F)(F)F)CC2)nn1,5.23,0
726,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)ccc4Br)CC3)nn2)c1,5.22,0
727,CNC(=O)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2)CC1,5.2,0
728,O=C(O)Cn1nnc(-c2cncc(-c3cn(Cc4cc(Br)c(Br)c(Br)c4)nn3)c2)n1,5.2,0
729,CCCCCCNC(=O)c1ncc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,5.19,0
730,NC(=O)c1csc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,5.19,0
731,N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,5.17,0
732,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)cn2)c1,5.17,0
733,COc1cc2sc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)nc2cc1Br,5.16,0
734,O=C(NCc1ccccc1)c1cccc(NCC(=O)N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,5.14,0
735,O=C(O)Cn1nnc(-c2cc(OCCCOc3cc(F)ccc3Br)no2)n1,5.11,0
736,COC(=O)c1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,5.11,0
737,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4cc(F)c(F)cc4Br)CC3)nn2)c1,5.08,0
738,COc1ccc2nc(NC(=O)c3ccc(Nc4ccccc4)cc3)sc2c1,5.05,0
739,O=C(O)Cn1nnc(-c2cnc(N3C[C@@H]4C[C@H]3CN4c3cc(F)ccc3Cl)s2)n1,5.04,0
740,O=C(O)c1cncc(-c2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2)c1,5.03,0
741,O=C(O)Cn1nnc(-c2cc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)no2)n1,5,0
742,Cc1nc(-c2cn(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,5,0
743,Fc1ccc(Br)c(OC2CCN(c3nc4ccccc4s3)CC2)c1,4.97,0
744,Fc1ccc(Br)c(OC2CCN(c3nnc(-c4nn[nH]n4)s3)CC2)c1,4.9,0
745,O=C(c1ccccc1C(F)(F)F)N1CCN(c2nccs2)CC1,4.89,0
746,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(C(=O)c2ccccc2)cc1,4.83,0
747,O=C(O)Cn1nnc(-c2cnc(N3CC4CN(c5cc(F)ccc5Cl)CC4C3)s2)n1,4.81,0
748,COC(=O)c1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,4.8,0
749,COc1ccc2nc(NC(=O)c3ccc(OCc4ccccc4)cc3)sc2c1,4.77,0
750,O=C(O)c1cncc(-c2ccc(N3CCC(Oc4ccccc4Br)CC3)nn2)c1,4.74,0
751,Cc1ccccc1S(=O)(=O)N1CCN(c2ccc(C(=O)NCc3ccccc3)nn2)CC1,4.71,0
752,Cc1nc(OCCCOc2cc(F)ccc2Br)sc1-c1nnn(CC(=O)O)n1,4.69,0
753,COc1cccc(C(=O)Nc2nc3ccc(OC)cc3s2)c1,4.68,0
754,COc1ccc2nc(NC(=O)c3ccccc3)sc2c1,4.68,0
755,O=C(Nc1nc2ccccc2s1)c1ccc([N+](=O)[O-])cc1,4.66,0
756,COc1ccc2nc(NC(=O)c3ccc(N)cc3)sc2c1,4.66,0
757,O=C(O)CCc1nc2nc(N3CCC(Oc4cc(F)ccc4Br)CC3)sc2c(=O)[nH]1,4.61,0
758,COc1ccc2nc(NC(=O)c3ccc(F)cc3)sc2c1,4.6,0
759,COc1ccc2nc(NC(=O)c3cccc(C)c3)sc2c1,4.6,0
760,COc1ccc(C(=O)Nc2nc3ccccc3s2)cc1,4.51,0
761,C#CCOc1ccc(C(=O)c2ccc(C(=O)Nc3nc4ccc(OC)cc4s3)cc2)cc1,4.51,0
762,O=C(Nc1nccs1)c1ccc(C(=O)c2ccccc2)cc1,4.48,0
763,COc1ccc2nc(NC(=O)c3cccnc3)sc2c1,4.43,0
764,O=C(O)Cn1nnc(-c2cc(-c3cn(Cc4cc(Br)c(Br)c(Br)c4)nn3)no2)n1,4.42,0
765,O=C(Nc1nc2ccccc2o1)c1ccc(C(=O)c2ccccc2)cc1,4.37,0
766,C#CCNC(=O)c1ccc(C(=O)Nc2nc3ccc(OC)cc3s2)cc1,4.34,0
767,O=C(O)Cn1nnc(-c2cnc(N3CC4(C3)CN(c3cc(F)ccc3Cl)C4)s2)n1,4.29,0
768,COc1ccc2nc(NC(=O)c3ccccc3)sc2c1,4.27,0
769,O=C(O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,4.17,0
